CustomerId,geography,Age,age_band,age_band_sort,Tenure,tenure_band,tenure_band_sort,NumOfProducts,product_segment,product_segment_sort,CreditScore,Balance,EstimatedSalary,Gender,HasCrCard,IsActiveMember,member_status,credit_card_status,is_churned,churn_label
15589725,France,51,45-60,3,4,Established (1-5 yr),2,2,2 Products,2,740,0.0,178929.84,Female,1,1,Active,Has Credit Card,0,Retained
15589739,France,41,30-45,2,3,Established (1-5 yr),2,1,1 Product,1,698,90605.29,14357.0,Male,1,1,Active,Has Credit Card,0,Retained
15589754,Germany,45,30-45,2,2,Established (1-5 yr),2,1,1 Product,1,652,151421.44,115333.43,Male,0,1,Active,No Credit Card,0,Retained
15589793,France,53,45-60,3,8,Loyal (5+ yr),3,1,1 Product,1,604,144453.75,190998.96,Male,1,0,Inactive,Has Credit Card,1,Churned
15589805,France,34,30-45,2,6,Loyal (5+ yr),3,1,1 Product,1,563,139810.34,152417.79,Female,1,1,Active,Has Credit Card,0,Retained
15589869,France,49,45-60,3,9,Loyal (5+ yr),3,2,2 Products,2,437,111634.29,166440.32,Male,0,1,Active,No Credit Card,0,Retained
15589881,France,41,30-45,2,7,Loyal (5+ yr),3,2,2 Products,2,634,0.0,131284.93,Female,1,1,Active,Has Credit Card,0,Retained
15589924,Spain,40,30-45,2,1,Established (1-5 yr),2,2,2 Products,2,577,0.0,108787.0,Female,1,1,Active,Has Credit Card,0,Retained
15589948,Spain,28,Under 30,1,1,Established (1-5 yr),2,2,2 Products,2,607,135936.1,110560.14,Male,1,1,Active,Has Credit Card,0,Retained
15589949,Spain,34,30-45,2,9,Loyal (5+ yr),3,1,1 Product,1,433,152806.74,19687.99,Male,1,0,Inactive,Has Credit Card,0,Retained
15589969,France,34,30-45,2,6,Loyal (5+ yr),3,1,1 Product,1,850,0.0,52796.31,Male,0,1,Active,No Credit Card,0,Retained
15589975,France,73,60+,4,6,Loyal (5+ yr),3,1,1 Product,1,646,97259.25,104719.66,Female,0,1,Active,No Credit Card,0,Retained
15590011,Spain,38,30-45,2,9,Loyal (5+ yr),3,1,1 Product,1,749,129378.32,13549.34,Male,1,1,Active,Has Credit Card,0,Retained
15590078,Spain,27,Under 30,1,9,Loyal (5+ yr),3,1,1 Product,1,622,139834.93,152733.89,Male,1,1,Active,Has Credit Card,0,Retained
15590094,Germany,38,30-45,2,9,Loyal (5+ yr),3,2,2 Products,2,613,126265.88,15859.95,Male,0,0,Inactive,No Credit Card,0,Retained
15590097,Spain,33,30-45,2,7,Loyal (5+ yr),3,1,1 Product,1,537,136082.0,62746.54,Female,1,0,Inactive,Has Credit Card,0,Retained
15590146,France,50,45-60,3,1,Established (1-5 yr),2,1,1 Product,1,630,81947.76,63606.22,Male,0,1,Active,No Credit Card,1,Churned
15590177,France,44,30-45,2,1,Established (1-5 yr),2,1,1 Product,1,718,133866.22,139049.24,Female,0,1,Active,No Credit Card,0,Retained
15590199,Spain,28,Under 30,1,1,Established (1-5 yr),2,1,1 Product,1,701,103421.32,76304.73,Male,0,1,Active,No Credit Card,0,Retained
15590201,Spain,50,45-60,3,5,Established (1-5 yr),2,4,3+ Products,3,500,0.0,83866.35,Female,1,1,Active,Has Credit Card,1,Churned
15590213,Spain,35,30-45,2,4,Established (1-5 yr),2,1,1 Product,1,479,125920.98,20393.44,Male,1,1,Active,Has Credit Card,0,Retained
15590228,France,21,Under 30,1,6,Loyal (5+ yr),3,1,1 Product,1,715,76467.16,173511.72,Male,1,1,Active,Has Credit Card,0,Retained
15590234,France,42,30-45,2,1,Established (1-5 yr),2,1,1 Product,1,697,0.0,1262.83,Female,1,0,Inactive,Has Credit Card,1,Churned
15590241,Spain,34,30-45,2,9,Loyal (5+ yr),3,1,1 Product,1,750,112822.26,150401.53,Female,0,0,Inactive,No Credit Card,1,Churned
15590268,Spain,35,30-45,2,5,Established (1-5 yr),2,1,1 Product,1,529,95772.97,112781.5,Male,1,1,Active,Has Credit Card,0,Retained
15590286,France,40,30-45,2,2,Established (1-5 yr),2,1,1 Product,1,611,125879.29,93203.43,Female,1,0,Inactive,Has Credit Card,0,Retained
15590320,France,66,60+,4,4,Established (1-5 yr),2,2,2 Products,2,850,0.0,64350.8,Male,0,1,Active,No Credit Card,0,Retained
15590327,Germany,42,30-45,2,10,Loyal (5+ yr),3,1,1 Product,1,604,166031.45,98293.14,Female,1,0,Inactive,Has Credit Card,0,Retained
15590337,France,29,Under 30,1,6,Loyal (5+ yr),3,1,1 Product,1,659,123192.12,56971.41,Male,1,1,Active,Has Credit Card,1,Churned
15590344,Germany,32,30-45,2,3,Established (1-5 yr),2,2,2 Products,2,708,151691.44,172810.51,Male,1,1,Active,Has Credit Card,0,Retained
15590349,France,36,30-45,2,9,Loyal (5+ yr),3,1,1 Product,1,732,0.0,3749.0,Female,0,0,Inactive,No Credit Card,1,Churned
15590434,Spain,41,30-45,2,4,Established (1-5 yr),2,1,1 Product,1,577,89015.61,135227.23,Male,0,1,Active,No Credit Card,0,Retained
15590476,France,28,Under 30,1,7,Loyal (5+ yr),3,2,2 Products,2,589,0.0,151645.96,Male,1,0,Inactive,Has Credit Card,0,Retained
15590606,France,41,30-45,2,9,Loyal (5+ yr),3,2,2 Products,2,595,0.0,5967.09,Male,1,0,Inactive,Has Credit Card,0,Retained
15590623,Spain,34,30-45,2,4,Established (1-5 yr),2,2,2 Products,2,561,85141.79,29217.37,Male,1,1,Active,Has Credit Card,0,Retained
15590637,France,41,30-45,2,7,Loyal (5+ yr),3,2,2 Products,2,721,0.0,61018.85,Male,0,1,Active,No Credit Card,0,Retained
15590676,France,34,30-45,2,1,Established (1-5 yr),2,1,1 Product,1,735,141796.43,45858.49,Male,1,0,Inactive,Has Credit Card,0,Retained
15590683,France,31,30-45,2,6,Loyal (5+ yr),3,1,1 Product,1,660,172325.67,45438.38,Female,0,1,Active,No Credit Card,0,Retained
15590730,Spain,34,30-45,2,9,Loyal (5+ yr),3,2,2 Products,2,745,0.0,50046.25,Male,1,0,Inactive,Has Credit Card,0,Retained
15590810,Germany,41,30-45,2,9,Loyal (5+ yr),3,1,1 Product,1,638,144326.09,73979.85,Female,1,0,Inactive,Has Credit Card,1,Churned
15590820,Spain,26,Under 30,1,6,Loyal (5+ yr),3,1,1 Product,1,699,79932.41,150242.44,Male,0,0,Inactive,No Credit Card,0,Retained
15590828,Germany,42,30-45,2,7,Loyal (5+ yr),3,1,1 Product,1,782,126428.38,39830.1,Male,1,0,Inactive,Has Credit Card,0,Retained
15590876,France,24,Under 30,1,7,Loyal (5+ yr),3,1,1 Product,1,764,106234.02,115676.38,Female,0,0,Inactive,No Credit Card,0,Retained
15590888,Spain,34,30-45,2,10,Loyal (5+ yr),3,2,2 Products,2,693,107556.06,154631.35,Female,0,0,Inactive,No Credit Card,0,Retained
15590966,Germany,42,30-45,2,4,Established (1-5 yr),2,2,2 Products,2,729,97495.8,2002.5,Female,0,0,Inactive,No Credit Card,0,Retained
15590993,Spain,37,30-45,2,5,Established (1-5 yr),2,2,2 Products,2,579,152212.88,120219.14,Male,0,0,Inactive,No Credit Card,0,Retained
15591010,Germany,55,45-60,3,8,Loyal (5+ yr),3,2,2 Products,2,434,109339.17,96405.88,Male,1,0,Inactive,Has Credit Card,1,Churned
15591035,Spain,54,45-60,3,6,Loyal (5+ yr),3,1,1 Product,1,644,0.0,84622.37,Male,0,1,Active,No Credit Card,0,Retained
15591036,Germany,43,30-45,2,3,Established (1-5 yr),2,1,1 Product,1,577,127940.47,125140.72,Female,0,0,Inactive,No Credit Card,1,Churned
15591047,Spain,47,45-60,3,6,Loyal (5+ yr),3,2,2 Products,2,519,157296.02,147278.43,Female,0,0,Inactive,No Credit Card,1,Churned
15591091,France,44,30-45,2,5,Established (1-5 yr),2,1,1 Product,1,644,73348.56,157166.79,Male,1,0,Inactive,Has Credit Card,1,Churned
15591100,Spain,36,30-45,2,9,Loyal (5+ yr),3,1,1 Product,1,675,106190.55,22994.32,Male,0,1,Active,No Credit Card,0,Retained
15591107,Germany,68,60+,4,3,Established (1-5 yr),2,1,1 Product,1,723,110357.0,141977.54,Female,0,0,Inactive,No Credit Card,1,Churned
15591123,Germany,68,60+,4,2,Established (1-5 yr),2,1,1 Product,1,557,100194.44,38596.34,Male,1,1,Active,Has Credit Card,0,Retained
15591130,Spain,29,Under 30,1,6,Loyal (5+ yr),3,2,2 Products,2,507,0.0,94780.9,Female,0,1,Active,No Credit Card,0,Retained
15591135,France,37,30-45,2,2,Established (1-5 yr),2,2,2 Products,2,726,132057.92,34743.98,Male,1,0,Inactive,Has Credit Card,0,Retained
15591150,Spain,34,30-45,2,10,Loyal (5+ yr),3,2,2 Products,2,570,0.0,183387.12,Male,0,1,Active,No Credit Card,0,Retained
15591169,Germany,49,45-60,3,4,Established (1-5 yr),2,1,1 Product,1,788,137455.99,184178.29,Female,1,0,Inactive,Has Credit Card,1,Churned
15591179,Spain,30,30-45,2,2,Established (1-5 yr),2,2,2 Products,2,702,0.0,145537.32,Male,1,1,Active,Has Credit Card,0,Retained
15591248,France,29,Under 30,1,9,Loyal (5+ yr),3,1,1 Product,1,628,71996.29,34857.46,Female,1,1,Active,Has Credit Card,0,Retained
15591257,France,24,Under 30,1,8,Loyal (5+ yr),3,2,2 Products,2,796,0.0,61349.37,Male,1,0,Inactive,Has Credit Card,0,Retained
15591279,France,37,30-45,2,3,Established (1-5 yr),2,1,1 Product,1,734,80387.81,77272.62,Male,0,1,Active,No Credit Card,0,Retained
15591286,Germany,49,45-60,3,4,Established (1-5 yr),2,1,1 Product,1,731,88826.07,33759.41,Female,1,1,Active,Has Credit Card,1,Churned
15591344,Spain,42,30-45,2,6,Loyal (5+ yr),3,2,2 Products,2,715,0.0,128745.69,Male,1,1,Active,Has Credit Card,0,Retained
15591357,France,51,45-60,3,3,Established (1-5 yr),2,1,1 Product,1,765,123372.3,115429.32,Male,1,1,Active,Has Credit Card,0,Retained
15591360,France,33,30-45,2,4,Established (1-5 yr),2,2,2 Products,2,642,84607.34,60059.47,Female,0,1,Active,No Credit Card,0,Retained
15591386,France,35,30-45,2,5,Established (1-5 yr),2,2,2 Products,2,622,0.0,51112.8,Female,1,0,Inactive,Has Credit Card,0,Retained
15591428,France,29,Under 30,1,9,Loyal (5+ yr),3,2,2 Products,2,781,0.0,172097.4,Male,0,0,Inactive,No Credit Card,0,Retained
15591433,Germany,43,30-45,2,8,Loyal (5+ yr),3,2,2 Products,2,674,85957.88,8757.39,Male,1,0,Inactive,Has Credit Card,0,Retained
15591489,France,26,Under 30,1,5,Established (1-5 yr),2,1,1 Product,1,826,142662.68,60285.3,Male,0,0,Inactive,No Credit Card,0,Retained
15591509,France,36,30-45,2,7,Loyal (5+ yr),3,2,2 Products,2,690,101583.11,123775.15,Male,1,0,Inactive,Has Credit Card,0,Retained
15591512,Germany,33,30-45,2,2,Established (1-5 yr),2,1,1 Product,1,564,115761.51,112350.21,Female,0,1,Active,No Credit Card,1,Churned
15591550,Spain,36,30-45,2,3,Established (1-5 yr),2,1,1 Product,1,525,77910.23,67238.01,Male,1,0,Inactive,Has Credit Card,0,Retained
15591552,France,32,30-45,2,7,Loyal (5+ yr),3,1,1 Product,1,600,98877.95,132973.21,Female,1,0,Inactive,Has Credit Card,0,Retained
15591577,France,35,30-45,2,3,Established (1-5 yr),2,1,1 Product,1,584,146311.58,105443.47,Male,1,1,Active,Has Credit Card,0,Retained
15591607,France,24,Under 30,1,9,Loyal (5+ yr),3,1,1 Product,1,770,101827.07,167256.35,Male,1,0,Inactive,Has Credit Card,0,Retained
15591628,Germany,41,30-45,2,9,Loyal (5+ yr),3,1,1 Product,1,701,164046.1,49405.93,Male,1,0,Inactive,Has Credit Card,0,Retained
15591698,Germany,49,45-60,3,9,Loyal (5+ yr),3,1,1 Product,1,849,132934.89,171056.65,Female,1,0,Inactive,Has Credit Card,1,Churned
15591711,Spain,38,30-45,2,0,New (< 1 yr),1,1,1 Product,1,739,128366.44,12796.43,Male,1,0,Inactive,Has Credit Card,0,Retained
15591724,France,44,30-45,2,5,Established (1-5 yr),2,1,1 Product,1,560,143244.97,98661.27,Female,1,0,Inactive,Has Credit Card,0,Retained
15591740,France,54,45-60,3,4,Established (1-5 yr),2,2,2 Products,2,590,0.0,93820.49,Female,1,1,Active,Has Credit Card,1,Churned
15591747,France,32,30-45,2,3,Established (1-5 yr),2,2,2 Products,2,705,0.0,129576.99,Male,0,0,Inactive,No Credit Card,0,Retained
15591766,Spain,25,Under 30,1,4,Established (1-5 yr),2,1,1 Product,1,607,121166.89,115288.24,Female,0,1,Active,No Credit Card,0,Retained
15591822,Spain,26,Under 30,1,9,Loyal (5+ yr),3,1,1 Product,1,593,76226.9,167564.82,Male,1,0,Inactive,Has Credit Card,0,Retained
15591915,France,39,30-45,2,2,Established (1-5 yr),2,1,1 Product,1,533,0.0,73669.94,Female,0,1,Active,No Credit Card,1,Churned
15591932,France,32,30-45,2,5,Established (1-5 yr),2,1,1 Product,1,680,92961.61,116957.6,Male,1,0,Inactive,Has Credit Card,0,Retained
15591942,Spain,33,30-45,2,7,Loyal (5+ yr),3,2,2 Products,2,611,0.0,3729.89,Female,1,1,Active,Has Credit Card,0,Retained
15591969,Spain,27,Under 30,1,9,Loyal (5+ yr),3,1,1 Product,1,497,75263.16,164825.04,Male,1,1,Active,Has Credit Card,0,Retained
15591980,France,33,30-45,2,5,Established (1-5 yr),2,2,2 Products,2,753,122568.05,82820.85,Male,1,1,Active,Has Credit Card,0,Retained
15591985,France,51,45-60,3,8,Loyal (5+ yr),3,1,1 Product,1,708,70754.18,92920.04,Female,1,1,Active,Has Credit Card,1,Churned
15591986,Germany,46,45-60,3,6,Loyal (5+ yr),3,1,1 Product,1,621,141078.37,34580.8,Male,0,0,Inactive,No Credit Card,1,Churned
15591995,Germany,26,Under 30,1,8,Loyal (5+ yr),3,2,2 Products,2,757,121581.56,127059.04,Male,1,1,Active,Has Credit Card,0,Retained
15592000,Germany,48,45-60,3,9,Loyal (5+ yr),3,1,1 Product,1,781,82794.18,124720.68,Female,1,0,Inactive,Has Credit Card,1,Churned
15592025,France,53,45-60,3,7,Loyal (5+ yr),3,2,2 Products,2,651,0.0,130132.41,Male,1,1,Active,Has Credit Card,0,Retained
15592028,France,46,45-60,3,7,Loyal (5+ yr),3,1,1 Product,1,549,0.0,109057.56,Female,1,1,Active,Has Credit Card,0,Retained
15592078,Germany,27,Under 30,1,8,Loyal (5+ yr),3,2,2 Products,2,590,123599.49,1676.92,Female,1,0,Inactive,Has Credit Card,0,Retained
15592089,France,43,30-45,2,10,Loyal (5+ yr),3,2,2 Products,2,788,0.0,116111.51,Female,1,1,Active,Has Credit Card,0,Retained
15592091,Spain,31,30-45,2,2,Established (1-5 yr),2,2,2 Products,2,620,166833.86,135171.6,Male,1,1,Active,Has Credit Card,0,Retained
15592104,France,41,30-45,2,5,Established (1-5 yr),2,1,1 Product,1,655,0.0,36548.0,Female,0,0,Inactive,No Credit Card,1,Churned
15592116,France,39,30-45,2,7,Loyal (5+ yr),3,2,2 Products,2,585,0.0,2401.26,Female,1,0,Inactive,Has Credit Card,0,Retained
15592123,France,30,30-45,2,6,Loyal (5+ yr),3,2,2 Products,2,768,0.0,199454.37,Male,1,1,Active,Has Credit Card,0,Retained
15592194,France,28,Under 30,1,9,Loyal (5+ yr),3,2,2 Products,2,492,0.0,95957.09,Female,1,0,Inactive,Has Credit Card,0,Retained
15592197,Spain,30,30-45,2,3,Established (1-5 yr),2,2,2 Products,2,522,0.0,145490.85,Male,1,0,Inactive,Has Credit Card,0,Retained
15592222,France,49,45-60,3,7,Loyal (5+ yr),3,1,1 Product,1,505,80001.23,135180.11,Male,0,0,Inactive,No Credit Card,0,Retained
15592229,France,52,45-60,3,0,New (< 1 yr),1,1,1 Product,1,713,185891.54,46369.57,Female,1,1,Active,Has Credit Card,1,Churned
15592230,France,41,30-45,2,3,Established (1-5 yr),2,2,2 Products,2,620,0.0,137309.06,Male,1,1,Active,Has Credit Card,0,Retained
15592300,Spain,35,30-45,2,10,Loyal (5+ yr),3,1,1 Product,1,543,59408.63,76773.53,Male,1,0,Inactive,Has Credit Card,0,Retained
15592326,France,36,30-45,2,8,Loyal (5+ yr),3,2,2 Products,2,583,0.0,5571.59,Male,0,1,Active,No Credit Card,0,Retained
15592379,Spain,42,30-45,2,9,Loyal (5+ yr),3,2,2 Products,2,741,121056.63,39122.58,Female,1,0,Inactive,Has Credit Card,0,Retained
15592386,France,58,45-60,3,3,Established (1-5 yr),2,2,2 Products,2,520,0.0,32790.02,Male,0,1,Active,No Credit Card,0,Retained
15592387,France,30,30-45,2,5,Established (1-5 yr),2,1,1 Product,1,566,0.0,54926.51,Male,1,0,Inactive,Has Credit Card,1,Churned
15592389,France,27,Under 30,1,2,Established (1-5 yr),2,1,1 Product,1,684,134603.88,71725.73,Male,1,1,Active,Has Credit Card,0,Retained
15592412,Germany,45,30-45,2,4,Established (1-5 yr),2,1,1 Product,1,713,131038.14,74005.04,Male,1,0,Inactive,Has Credit Card,1,Churned
15592451,France,32,30-45,2,9,Loyal (5+ yr),3,2,2 Products,2,565,0.0,5388.3,Male,1,0,Inactive,Has Credit Card,0,Retained
15592461,Germany,26,Under 30,1,4,Established (1-5 yr),2,1,1 Product,1,603,109166.37,92840.67,Male,1,1,Active,Has Credit Card,0,Retained
15592531,France,50,45-60,3,7,Loyal (5+ yr),3,2,2 Products,2,822,0.0,10062.8,Male,1,1,Active,Has Credit Card,0,Retained
15592570,Spain,23,Under 30,1,8,Loyal (5+ yr),3,2,2 Products,2,773,0.0,56759.79,Female,1,0,Inactive,Has Credit Card,0,Retained
15592578,Spain,41,30-45,2,7,Loyal (5+ yr),3,2,2 Products,2,614,146997.64,137791.18,Female,0,0,Inactive,No Credit Card,0,Retained
15592583,France,47,45-60,3,1,Established (1-5 yr),2,3,3+ Products,3,731,115414.19,191734.67,Female,0,0,Inactive,No Credit Card,1,Churned
15592645,Spain,37,30-45,2,4,Established (1-5 yr),2,2,2 Products,2,704,0.0,25684.93,Male,0,0,Inactive,No Credit Card,0,Retained
15592707,Germany,64,60+,4,2,Established (1-5 yr),2,2,2 Products,2,531,175754.87,60721.4,Female,1,1,Active,Has Credit Card,0,Retained
15592716,France,52,45-60,3,2,Established (1-5 yr),2,1,1 Product,1,559,0.0,129013.59,Male,1,0,Inactive,Has Credit Card,1,Churned
15592736,Germany,54,45-60,3,5,Established (1-5 yr),2,1,1 Product,1,551,102994.04,176680.16,Male,1,0,Inactive,Has Credit Card,1,Churned
15592751,Germany,63,60+,4,3,Established (1-5 yr),2,1,1 Product,1,684,81245.79,69643.31,Female,1,0,Inactive,Has Credit Card,1,Churned
15592761,France,40,30-45,2,5,Established (1-5 yr),2,2,2 Products,2,710,0.0,162878.96,Male,0,0,Inactive,No Credit Card,0,Retained
15592765,France,40,30-45,2,8,Loyal (5+ yr),3,1,1 Product,1,637,125470.81,174536.17,Male,1,1,Active,Has Credit Card,0,Retained
15592773,Germany,51,45-60,3,0,New (< 1 yr),1,3,3+ Products,3,630,108449.23,88372.69,Female,0,0,Inactive,No Credit Card,1,Churned
15592816,Germany,48,45-60,3,1,Established (1-5 yr),2,1,1 Product,1,623,108076.33,118855.26,Female,1,0,Inactive,Has Credit Card,1,Churned
15592846,Germany,35,30-45,2,10,Loyal (5+ yr),3,2,2 Products,2,639,128173.9,59093.39,Male,1,0,Inactive,Has Credit Card,0,Retained
15592854,France,25,Under 30,1,3,Established (1-5 yr),2,1,1 Product,1,705,113736.27,196864.61,Male,0,1,Active,No Credit Card,0,Retained
15592877,Spain,42,30-45,2,9,Loyal (5+ yr),3,1,1 Product,1,641,132657.55,35367.19,Male,1,0,Inactive,Has Credit Card,0,Retained
15592914,France,29,Under 30,1,9,Loyal (5+ yr),3,2,2 Products,2,683,0.0,48849.89,Female,1,1,Active,Has Credit Card,0,Retained
15592925,Spain,42,30-45,2,3,Established (1-5 yr),2,3,3+ Products,3,711,177626.77,16392.72,Male,0,1,Active,No Credit Card,1,Churned
15592937,Germany,41,30-45,2,3,Established (1-5 yr),2,1,1 Product,1,632,81877.38,33642.21,Female,1,1,Active,Has Credit Card,0,Retained
15592979,Germany,34,30-45,2,6,Loyal (5+ yr),3,2,2 Products,2,671,37266.67,156917.12,Female,0,0,Inactive,No Credit Card,0,Retained
15592994,France,65,60+,4,0,New (< 1 yr),1,2,2 Products,2,651,0.0,190454.04,Female,1,1,Active,Has Credit Card,0,Retained
15592999,France,40,30-45,2,0,New (< 1 yr),1,1,1 Product,1,691,115465.98,60622.61,Female,1,1,Active,Has Credit Card,0,Retained
15593014,France,33,30-45,2,1,Established (1-5 yr),2,1,1 Product,1,525,112833.35,175178.56,Male,0,1,Active,No Credit Card,0,Retained
15593094,France,27,Under 30,1,9,Loyal (5+ yr),3,1,1 Product,1,516,0.0,142680.64,Male,1,0,Inactive,Has Credit Card,1,Churned
15593128,France,56,45-60,3,10,Loyal (5+ yr),3,2,2 Products,2,608,129255.2,142492.04,Female,1,0,Inactive,Has Credit Card,1,Churned
15593178,Spain,36,30-45,2,10,Loyal (5+ yr),3,1,1 Product,1,568,153610.61,54083.8,Female,1,1,Active,Has Credit Card,1,Churned
15593241,France,43,30-45,2,3,Established (1-5 yr),2,2,2 Products,2,444,0.0,159131.21,Male,1,1,Active,Has Credit Card,0,Retained
15593250,France,29,Under 30,1,4,Established (1-5 yr),2,2,2 Products,2,640,0.0,44904.26,Female,1,0,Inactive,Has Credit Card,0,Retained
15593280,Germany,43,30-45,2,8,Loyal (5+ yr),3,1,1 Product,1,614,140733.74,166588.76,Male,1,1,Active,Has Credit Card,0,Retained
15593283,Germany,48,45-60,3,1,Established (1-5 yr),2,2,2 Products,2,705,156848.13,99475.95,Female,1,1,Active,Has Credit Card,1,Churned
15593295,France,57,45-60,3,6,Loyal (5+ yr),3,1,1 Product,1,548,76165.65,133537.53,Male,1,1,Active,Has Credit Card,0,Retained
15593331,Germany,25,Under 30,1,6,Loyal (5+ yr),3,1,1 Product,1,693,146580.69,14633.35,Male,0,1,Active,No Credit Card,0,Retained
15593345,Germany,33,30-45,2,6,Loyal (5+ yr),3,2,2 Products,2,502,125241.17,158736.07,Female,1,1,Active,Has Credit Card,0,Retained
15593365,Spain,39,30-45,2,2,Established (1-5 yr),2,1,1 Product,1,762,81273.13,18719.67,Male,1,1,Active,Has Credit Card,0,Retained
15593425,Spain,54,45-60,3,1,Established (1-5 yr),2,1,1 Product,1,662,187997.15,111442.71,Female,0,0,Inactive,No Credit Card,1,Churned
15593454,Spain,40,30-45,2,4,Established (1-5 yr),2,1,1 Product,1,678,113794.22,16618.76,Female,1,0,Inactive,Has Credit Card,0,Retained
15593468,France,33,30-45,2,3,Established (1-5 yr),2,2,2 Products,2,850,0.0,11159.19,Female,1,1,Active,Has Credit Card,0,Retained
15593470,Germany,36,30-45,2,8,Loyal (5+ yr),3,1,1 Product,1,576,166287.85,23305.85,Female,1,1,Active,Has Credit Card,0,Retained
15593496,Spain,36,30-45,2,5,Established (1-5 yr),2,1,1 Product,1,526,91132.18,58111.71,Female,0,0,Inactive,No Credit Card,0,Retained
15593499,Spain,47,45-60,3,6,Loyal (5+ yr),3,1,1 Product,1,686,0.0,32080.69,Female,1,0,Inactive,Has Credit Card,1,Churned
15593501,France,36,30-45,2,5,Established (1-5 yr),2,2,2 Products,2,493,148667.81,56092.51,Female,1,0,Inactive,Has Credit Card,0,Retained
15593510,Germany,33,30-45,2,5,Established (1-5 yr),2,1,1 Product,1,638,129335.65,56585.2,Female,1,1,Active,Has Credit Card,1,Churned
15593555,France,38,30-45,2,9,Loyal (5+ yr),3,2,2 Products,2,430,0.0,12050.77,Male,1,1,Active,Has Credit Card,0,Retained
15593601,France,34,30-45,2,6,Loyal (5+ yr),3,1,1 Product,1,734,133598.4,13107.24,Male,1,1,Active,Has Credit Card,0,Retained
15593622,France,43,30-45,2,10,Loyal (5+ yr),3,2,2 Products,2,635,122198.21,179144.54,Male,0,1,Active,No Credit Card,0,Retained
15593636,France,39,30-45,2,4,Established (1-5 yr),2,1,1 Product,1,657,80293.81,97192.76,Female,1,0,Inactive,Has Credit Card,0,Retained
15593683,Spain,30,30-45,2,8,Loyal (5+ yr),3,2,2 Products,2,668,0.0,138465.7,Female,1,0,Inactive,Has Credit Card,0,Retained
15593694,France,49,45-60,3,8,Loyal (5+ yr),3,2,2 Products,2,814,0.0,157822.54,Male,0,0,Inactive,No Credit Card,0,Retained
15593715,Germany,27,Under 30,1,3,Established (1-5 yr),2,1,1 Product,1,634,107027.52,173425.68,Male,1,0,Inactive,Has Credit Card,0,Retained
15593736,Germany,46,45-60,3,7,Loyal (5+ yr),3,1,1 Product,1,598,131769.04,184980.23,Female,0,0,Inactive,No Credit Card,1,Churned
15593773,Spain,35,30-45,2,3,Established (1-5 yr),2,2,2 Products,2,784,0.0,81483.64,Male,0,0,Inactive,No Credit Card,0,Retained
15593778,France,29,Under 30,1,3,Established (1-5 yr),2,3,3+ Products,3,779,46388.16,127939.26,Female,1,0,Inactive,Has Credit Card,1,Churned
15593782,Germany,38,30-45,2,5,Established (1-5 yr),2,3,3+ Products,3,816,130878.75,71905.77,Female,1,0,Inactive,Has Credit Card,1,Churned
15593795,Germany,53,45-60,3,1,Established (1-5 yr),2,1,1 Product,1,516,156674.2,118502.34,Female,1,0,Inactive,Has Credit Card,1,Churned
15593834,Spain,36,30-45,2,7,Loyal (5+ yr),3,1,1 Product,1,691,129934.64,75664.56,Male,0,0,Inactive,No Credit Card,1,Churned
15593897,Spain,25,Under 30,1,7,Loyal (5+ yr),3,2,2 Products,2,650,160599.06,28391.52,Male,1,1,Active,Has Credit Card,0,Retained
15593900,France,38,30-45,2,1,Established (1-5 yr),2,1,1 Product,1,705,189443.72,106648.58,Male,0,1,Active,No Credit Card,0,Retained
15593943,France,43,30-45,2,1,Established (1-5 yr),2,1,1 Product,1,685,132667.17,41876.98,Female,1,1,Active,Has Credit Card,0,Retained
15593954,France,47,45-60,3,6,Loyal (5+ yr),3,1,1 Product,1,516,109387.33,121365.45,Female,0,0,Inactive,No Credit Card,0,Retained
15593959,France,28,Under 30,1,1,Established (1-5 yr),2,1,1 Product,1,524,93577.3,51670.82,Male,1,1,Active,Has Credit Card,0,Retained
15593969,Spain,39,30-45,2,7,Loyal (5+ yr),3,1,1 Product,1,630,135483.17,140881.2,Female,1,0,Inactive,Has Credit Card,1,Churned
15593973,Spain,33,30-45,2,8,Loyal (5+ yr),3,1,1 Product,1,663,122528.18,196260.3,Female,1,0,Inactive,Has Credit Card,0,Retained
15593976,Germany,31,30-45,2,5,Established (1-5 yr),2,4,3+ Products,3,578,102088.68,187866.21,Female,0,0,Inactive,No Credit Card,1,Churned
15594039,Spain,42,30-45,2,6,Loyal (5+ yr),3,2,2 Products,2,599,0.0,113868.4,Male,1,0,Inactive,Has Credit Card,0,Retained
15594041,Spain,41,30-45,2,2,Established (1-5 yr),2,1,1 Product,1,592,138734.94,90020.74,Female,1,0,Inactive,Has Credit Card,0,Retained
15594084,France,22,Under 30,1,9,Loyal (5+ yr),3,2,2 Products,2,524,0.0,74405.34,Male,1,0,Inactive,Has Credit Card,0,Retained
15594133,Spain,62,60+,4,7,Loyal (5+ yr),3,1,1 Product,1,697,0.0,129188.18,Male,1,0,Inactive,Has Credit Card,1,Churned
15594270,France,38,30-45,2,7,Loyal (5+ yr),3,2,2 Products,2,693,198338.77,14278.18,Male,1,1,Active,Has Credit Card,0,Retained
15594305,France,32,30-45,2,1,Established (1-5 yr),2,2,2 Products,2,712,0.0,1703.58,Female,1,0,Inactive,Has Credit Card,0,Retained
